file,url_path,title_sev,title_finding,title,desc_sev,desc_finding,h1_sev,h1_finding,canonical_sev,canonical_finding,alt_sev,alt_finding,schema_sev,schema_finding,php_sev,php_finding,empty_state_sev,empty_state_finding,overall_sev
_powersports_hisun_.txt,/powersports/hisun/,OK,OK — 40 chars,Hisun – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 1/96 images,OK,OK — 1 schema block(s),OK,OK,OK,OK,P1
_powersports_hs_series_.txt,/powersports/hs/series/,OK,OK — 44 chars,HS Series – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 1/12 images,OK,OK — 1 schema block(s),OK,OK,P2,EMPTY_STATES — 7 empty-state components fired (WC feed gap?),P1
_powersports_mp9_.txt,/powersports/mp9/,OK,OK — 45 chars,MP9 Series – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 1/12 images,OK,OK — 1 schema block(s),OK,OK,OK,OK,P1
_powersports_sector_.txt,/powersports/sector/,OK,OK — 48 chars,Sector Series – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 1/12 images,OK,OK — 1 schema block(s),OK,OK,OK,OK,P1
_powersports_sport_.txt,/powersports/sport/,OK,OK — 45 chars,Sport UTVs – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,OK,OK — 'Sport UTVs',P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),OK,OK — 12/12 with alt,OK,OK — 1 schema block(s),OK,OK,OK,OK,P1
_powersports_strike_.txt,/powersports/strike/,OK,OK — 48 chars,Strike Series – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 1/12 images,OK,OK — 1 schema block(s),OK,OK,OK,OK,P1
_powersports_stryker_.txt,/powersports/stryker/,OK,OK — 49 chars,Stryker Series – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 1/12 images,OK,OK — 1 schema block(s),OK,OK,OK,OK,P1
_powersports_utility_.txt,/powersports/utility/,OK,OK — 47 chars,Utility UTVs – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,OK,OK — 'Utility UTVs',P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),OK,OK — 12/12 with alt,OK,OK — 1 schema block(s),OK,OK,OK,OK,P1
_powersports_youth_.txt,/powersports/youth/,OK,OK — 45 chars,Youth UTVs – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,OK,OK — 'Youth UTVs',P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),OK,OK — 12/12 with alt,OK,OK — 1 schema block(s),OK,OK,OK,OK,P1
_privacy_.txt,/privacy/,OK,OK — 49 chars,Privacy Policy – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,OK,OK — 'Privacy Policy',P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),OK,OK — 3/3 with alt,OK,OK — 1 schema block(s),OK,OK,OK,OK,P1
_shop_.txt,/shop/,OK,OK — 39 chars,Shop – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,OK,OK — 'Great things are on the horizon',P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),OK,OK — 3/3 with alt,OK,OK — 1 schema block(s),OK,OK,OK,OK,P1
_snow_equipment_cub_cadet_.txt,/snow/equipment/cub/cadet/,OK,OK — 49 chars,Cub Cadet Snow – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 1/26 images,OK,OK — 1 schema block(s),OK,OK,OK,OK,P1
_snow_equipment_shear_pins_.txt,/snow/equipment/shear/pins/,OK,OK — 45 chars,Shear Pins – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,OK,OK — 'Shear Pins',P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),OK,OK — 12/12 with alt,OK,OK — 1 schema block(s),OK,OK,OK,OK,P1
_snow_equipment_single_stage_.txt,/snow/equipment/single/stage/,OK,OK — 59 chars,Single-Stage Snowblowers – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 1/12 images,OK,OK — 1 schema block(s),OK,OK,P2,EMPTY_STATES — 7 empty-state components fired (WC feed gap?),P1
_snow_equipment_skid_shoes_.txt,/snow/equipment/skid/shoes/,OK,OK — 45 chars,Skid Shoes – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,OK,OK — 'Skid Shoes',P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),OK,OK — 12/12 with alt,OK,OK — 1 schema block(s),OK,OK,OK,OK,P1
_snow_equipment_snow_plows_.txt,/snow/equipment/snow/plows/,OK,OK — 45 chars,Snow Plows – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 1/12 images,OK,OK — 1 schema block(s),OK,OK,P2,EMPTY_STATES — 7 empty-state components fired (WC feed gap?),P1
_snow_equipment_three_stage_.txt,/snow/equipment/three/stage/,OK,OK — 58 chars,Three-Stage Snowblowers – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 1/12 images,OK,OK — 1 schema block(s),OK,OK,P2,EMPTY_STATES — 7 empty-state components fired (WC feed gap?),P1
_snow_equipment_toro_.txt,/snow/equipment/toro/,OK,OK — 44 chars,Toro Snow – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 1/12 images,OK,OK — 1 schema block(s),OK,OK,OK,OK,P1
_snow_equipment_two_stage_.txt,/snow/equipment/two/stage/,OK,OK — 56 chars,Two-Stage Snowblowers – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 1/12 images,OK,OK — 1 schema block(s),OK,OK,P2,EMPTY_STATES — 7 empty-state components fired (WC feed gap?),P1
_terms_.txt,/terms/,OK,OK — 51 chars,Terms of Service – Reyco Marine &amp; Small Engine Ltd.,P1,GENERIC — site-wide fallback meta,OK,OK — 'Terms of Service',P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),OK,OK — 3/3 with alt,OK,OK — 1 schema block(s),OK,OK,OK,OK,P1
_about_.txt,/about/,OK,OK — 43 chars,About Us – Reyco Marine &amp; Small Engine Ltd.,P2,LONG — 162 chars (>155),OK,OK — 'About Reyco Marine &amp; Small Engine',P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 2/8 images,OK,OK — 1 schema block(s),OK,OK,OK,OK,P2
_boats_and_marine_.txt,/boats/and/marine/,OK,OK — 51 chars,Boats and Marine – Reyco Marine &amp; Small Engine Ltd.,OK,OK — 128 chars,P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 1/12 images,OK,OK — 1 schema block(s),OK,OK,P2,EMPTY_STATES — 7 empty-state components fired (WC feed gap?),P2
_choosing_mercury_outboard_northern_ontario_.txt,/choosing/mercury/outboard/northern/ontario/,P2,LONG — 96 chars (>60),How to Choose the Right Mercury Outboard for Northern Ontario – Reyco Marine &am,OK,OK — 155 chars,OK,OK — 'How to Choose the Right Mercury Outboard for Northern Ontari',P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),OK,OK — 5/5 with alt,OK,OK — 2 schema block(s),OK,OK,OK,OK,P2
_contact_.txt,/contact/,OK,OK — 42 chars,Contact – Reyco Marine &amp; Small Engine Ltd.,OK,OK — 137 chars,OK,OK — 'Get in Touch',P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),OK,OK — 4/4 with alt,OK,OK — 1 schema block(s),OK,OK,OK,OK,P2
_financing_.txt,/financing/,OK,OK — 44 chars,Financing – Reyco Marine &amp; Small Engine Ltd.,OK,OK — 127 chars,P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),OK,OK — 8/8 with alt,OK,OK — 1 schema block(s),OK,OK,OK,OK,P2
_princecraft_fishing_boats_northern_ontario_.txt,/princecraft/fishing/boats/northern/ontario/,P2,LONG — 115 chars (>60),Princecraft Fishing Boats for Northern Ontario: What Makes Them the Right Choice,OK,OK — 148 chars,OK,OK — 'Princecraft Fishing Boats for Northern Ontario: What Makes T',P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),OK,OK — 5/5 with alt,OK,OK — 2 schema block(s),OK,OK,OK,OK,P2
_service_.txt,/service/,OK,OK — 50 chars,Service &amp; Parts – Reyco Marine &amp; Small Engine Ltd.,P2,LONG — 159 chars (>155),OK,OK — 'Service &amp; Parts',P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),OK,OK — 9/9 with alt,OK,OK — 1 schema block(s),OK,OK,OK,OK,P2
_service_atv_utv_repair_.txt,/service/atv/utv/repair/,OK,OK — 51 chars,ATV / UTV Repair – Reyco Marine &amp; Small Engine Ltd.,P2,LONG — 177 chars (>155),P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 6/9 images,OK,OK — 1 schema block(s),OK,OK,OK,OK,P2
_service_engine_repair_.txt,/service/engine/repair/,OK,OK — 48 chars,Engine Repair – Reyco Marine &amp; Small Engine Ltd.,P2,LONG — 265 chars (>155),P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 6/9 images,OK,OK — 1 schema block(s),OK,OK,OK,OK,P2
_service_lawn_equipment_.txt,/service/lawn/equipment/,OK,OK — 57 chars,Lawn Equipment Service – Reyco Marine &amp; Small Engine Ltd.,P2,LONG — 188 chars (>155),P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 6/9 images,OK,OK — 1 schema block(s),OK,OK,OK,OK,P2
_service_marine_.txt,/service/marine/,OK,OK — 49 chars,Marine Service – Reyco Marine &amp; Small Engine Ltd.,P2,LONG — 200 chars (>155),P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 6/9 images,OK,OK — 1 schema block(s),OK,OK,OK,OK,P2
_service_order_parts_.txt,/service/order/parts/,OK,OK — 46 chars,Order Parts – Reyco Marine &amp; Small Engine Ltd.,P2,LONG — 219 chars (>155),P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),OK,OK — 3/3 with alt,OK,OK — 1 schema block(s),OK,OK,OK,OK,P2
_service_small_engine_.txt,/service/small/engine/,OK,OK — 54 chars,Small Engine Repair – Reyco Marine &amp; Small Engine Ltd.,OK,OK — 120 chars,P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 5/8 images,OK,OK — 1 schema block(s),OK,OK,OK,OK,P2
_service_snow_equipment_.txt,/service/snow/equipment/,OK,OK — 57 chars,Snow Equipment Service – Reyco Marine &amp; Small Engine Ltd.,P2,LONG — 209 chars (>155),P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 6/9 images,OK,OK — 1 schema block(s),OK,OK,OK,OK,P2
_service_spring_commissioning_.txt,/service/spring/commissioning/,OK,OK — 55 chars,Spring Commissioning – Reyco Marine &amp; Small Engine Ltd.,P2,LONG — 233 chars (>155),P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 6/9 images,OK,OK — 1 schema block(s),OK,OK,OK,OK,P2
_service_tune_ups_.txt,/service/tune/ups/,OK,OK — 43 chars,Tune-Ups – Reyco Marine &amp; Small Engine Ltd.,P2,LONG — 179 chars (>155),P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 6/9 images,OK,OK — 1 schema block(s),OK,OK,OK,OK,P2
_service_warranty_.txt,/service/warranty/,OK,OK — 50 chars,Warranty Claims – Reyco Marine &amp; Small Engine Ltd.,P2,LONG — 251 chars (>155),P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 5/8 images,OK,OK — 1 schema block(s),OK,OK,OK,OK,P2
_service_winterization_.txt,/service/winterization/,OK,OK — 48 chars,Winterization – Reyco Marine &amp; Small Engine Ltd.,P2,LONG — 214 chars (>155),P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 6/9 images,OK,OK — 1 schema block(s),OK,OK,OK,OK,P2
_snow_equipment_.txt,/snow/equipment/,OK,OK — 49 chars,Snow Equipment – Reyco Marine &amp; Small Engine Ltd.,P2,LONG — 209 chars (>155),P2,H1_EMPTY_TEXT — H1 present but text blank (JS render issue),P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 1/12 images,OK,OK — 1 schema block(s),OK,OK,P2,EMPTY_STATES — 7 empty-state components fired (WC feed gap?),P2
_twenty_years_behind_the_napa_counter_taught_me_everything_.txt,/twenty/years/behind/the/napa/counter/taught/me/everything/,P2,LONG — 92 chars (>60),Twenty Years Behind the NAPA Counter Taught Me Everything – Reyco Marine &amp; S,OK,OK — 151 chars,OK,OK — 'Twenty Years Behind the NAPA Counter Taught Me Everything',P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 3/9 images,OK,OK — 2 schema block(s),OK,OK,OK,OK,P2
_twenty_years_behind_the_napa_counter_taught_me_everything_2_.txt,/twenty/years/behind/the/napa/counter/taught/me/everything/2/,P2,LONG — 92 chars (>60),Twenty Years Behind the NAPA Counter Taught Me Everything – Reyco Marine &amp; S,OK,OK — 151 chars,OK,OK — 'Twenty Years Behind the NAPA Counter Taught Me Everything',P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 3/9 images,OK,OK — 2 schema block(s),OK,OK,OK,OK,P2
_why_i_bet_everything_on_a_marine_dealership_in_2023_.txt,/why/i/bet/everything/on/a/marine/dealership/in/2023/,P2,LONG — 86 chars (>60),Why I Bet Everything on a Marine Dealership in 2023 – Reyco Marine &amp; Small E,OK,OK — 140 chars,OK,OK — 'Why I Bet Everything on a Marine Dealership in 2023',P2,STAGING_DOMAIN — canonical points to reyco.glvmarketing.ca (needs reycomarine.com post-launch),P2,PARTIAL_ALT — 3/9 images,OK,OK — 2 schema block(s),OK,OK,OK,OK,P2
